review,sentiment,,,
"I have my credit card with SBI. The credit limit was 25,000 which is satisfactory and they have offered simply save card . The annul fee was just 499 and the benefits are reward points here . I am satisfied with the customer service and responses .My overall experience was amazing.",1,,,
"I have my credit card with SBI. The credit limit was 10,000 which is not satisfactory .Their customer service and responses was up to the mark.I hold simply save card and there is no much benefits .My overall experience was good so its recommendable.",0,,,
I have my credit card with SBI . The given credit limit was satisfactory and they have offered simply click International card. The customer service and responsiveness was up to the mark. I am getting reward points as benefits . My overall experience was average so I would like to recommend to others.,1,,,
"I have my credit card with SBI which was taken 10 months back. The credit limit was 70,000 which is satisfactory . They have offered simply save international card and the benefits are reward points . Here the late payment charges are very high . Their customer service and responses was good.",0,,,
"I have my credit card with SBI which was taken 2 years back. They have offered platinum International card and the credit limit was 75,000 which is not good . The customer service and responses was satisfactory. Here the charges are very high .",0,,,
SBI provides good services on credit card when compared to all other credit cards. I am using this credit card from last 5-6 months and i paid an annual fee of Rs 499 for this credit card. I get offers like reward points in this credit card and i use net banking for making payments. I have a credit limi,1,,,
"I have my credit card with SBI.They have offered simply save International card and the given credit limit was 11,000 which is not satisfactory . I am satisfied with the customer service and response here so my overall experience was really good .",1,,,
"I have a SBI prime card from last 3 years, the credit card services are average when compared to all other credit cards. I pay an annual fee of Rs 2999 for this credit card. I get offers like reward points in this credit card. I use net banking for making payments and the credit limit is good in this c",1,,,
"Iam not that much satisfied using the State Bank Of India services since Iam using this Simply Save Credit Card Good banking service With SBI more over,the customer Service is not up to the level need to improve on response part.1 year usage of this card the credit limit is not sufficient moreover the",0,,,
"I have my credit card with SBI 1 year back. I hold simply save International card and the credit limit was 50,000. The custom,er service and responses was up to the mark. The fees and charges are average in the market. I am getting cashback offers and reward points as benefits.",1,,,
"I had a applied and got the SBI Credit card through a on line partner. I can say it is one the best credit card from a public sector bank. I faced some of the issues like One Time Password delays, when i tried to make on line transactions in real time.",1,,,
I hold a credit card with SBI and my current limit is 1 lakhs. Online service is not that not much friendly. Making the payment is bit difficult. I always used to log on to third party website for payment. The annual charge is 499.The customer service and response with the card is Fine.,0,,,
I have my credit card with SBI for about 2 years . I hold simply click International card and the credit limit was satisfactory . I am getting reward points as benefits here . The fees and charges are very high here . I have 24/7 helpline number and I have OTP device to login.,0,,,
"I have my credit card with SBI for about 5 months. They have offered simply save International card and the credit limit was 35,000 which was not stausfactroy . The customer service and responses was really good. The charges and Interest rate was average In the market.My overall experrenc was good and",0,,,
"I have my credit card with SBI for about 1 year. They have offered simply save nterantioanl card and the credit limit was 90,000 which was satisfactory . The customer service and responsiveness was up to the mark. The Interest rate and charges are avergae in the market.My overall experience was good.",1,,,
I have my credit card with SBI. The credit limit was satisfactory . The customer service and responses was up to the mark. They have offered simply save card and there is no idea about the benefits .My overall experience was good so its recommendable.,1,,,
"I have my credit card with SBI which was taken 10 years back.They have offered gold card and the credit limit was 50,000. The customer service and responses was up to the mark. Here the charges are nominal and the reward points as benefits .My overall experience was very good.",1,,,
"I have a credit card with SBI from last 2 years, the credit card services are good when compared to all other credit cards. Annual fees of Rs 499 will be waived off based on the number of transactions done. I get offers like reward points on fuel and shopping. I use net banking for making payments. I h",1,,,
"My credit card was taken with SBI. I hold simply ave International card and the credit limit was 86,000 which is satisfactory . The customer service and responses was up to the mark. Here the annual fee was charges which should not have been charged.I am getting reward points for it. My overall experie",1,,,
"I have my credit card with SBI 6 months back. They have offered simply save International card and the credit limit was 35,000 which is not satisfactory . The customer service and response was good My overall experience was good.",0,,,
"I have my credit card with SBI but not using it regularly. The credit limit was 44,000 which was satisfactory and I have platinum domestic card . Here the interest rate and charges are avergae in the market when comparing with HDFC Bank. My overall experience was average.",0,,,
I am holding a SBI TATA credit card i am using from Past 6 months .The Customer service is good form the STATE BANK OF INDIA side. There are no annual charges added also the bank gave me a credit limit of 75K and cash withdraw option is also . Plus the bank gave me a Balance transfer option on the card,1,,,
My credit card was taken with SBI 1 year. I hold simply save credit card and the credit limit was 4 lakhs . The customer service and responses was not bad and they have to improve a lot .The interest rate and charges are average in the market . My overall experience was satisfactory .,0,,,
"My credit card was taken with SBI 1 year back, they have offered simply click credit card and the credit limit was 55,000. Th customer service and responses was not up to the mark. The validity is the card is till 2020 and I have 24/7 helpine number . I have no idea about the interest rate and charges",0,,,
"SBI credit card is best to use. The cash back offers and reward points are good. It is a simply click credit card, using it for 1.5 years. The credit limit was almost satisfactory. The customer service and response is good. It is a life time free credit card.",1,,,
"I am using SBI credit card from last 5 months, the services provided by SBI credit card is good comparatively. When it comes to offers and discounts the offers are very limited i get cash back and reward points. There is no annual fee charged and i use this card for shopping purpose. I am also satisfie",0,,,
"I have a SBI air India credit card and the limit is 1k ,I am not much happy with their service there is no proper communication from them their staffs customer service is not good and they have multiple charges many times they have charged wrong bill for me so I would say the service of SBI is average.",0,,,
"Only problem with my product is with the swipping of the card\ it is not working properly. As of now I have got Rs.71000 as the limit, and I felt which is quite the exact amount that I want. Rate of Interest is not that high and am getting 45 days to pay my dues without the Interest.",0,,,
I am holding SBI credit card for long time. The rate of interest provided by SBI is pretty high when we compared with other banks. But the schemes and other services are good. The overall service of SBI is better and it would be nice if they reduce their interest rate.,0,,,
"This one is good for people who everything from Tata outlets. Because their reward points can be redeemed only in Tata outlets like Croma, Westside, Titan etc. Each point is worth Re. 1 at these outlets but that's pretty much it. Your choices are pretty much limited to it.",0,,,
"I do have the credit card with the State Bank of India which not works good for me. The charges are too much with them like they have charged me around 500 Rupees as annual maintenance fee. Customer service is not good with them and I cant able to find that what they are offering, I would like to sugge",0,,,
"I have my credit card was taken with SBI . The credit limit was 98,000 which is satisfactory . The customer sered and responses was up to the mark. I couldn't connect them that easily but once you connect, the responses is amain. I am getting simply click card and I am getting reward points as benefits",1,,,
"I Hold a Prime credit card with State Bank Of India and I have been using the credit for more than 1year and the banking service is average with them,Customer service is good moreover the credit limit is Happy and satisfied ,And the customer service is also good with SBI.",1,,,
"My credit card was taken with SBI which was taken 6 months back. They have offered simply click card and the credit limit was 50,000 which is satisfactory . The customer service and responses was up to the mark.I am getting amazing gift voucher here and 500rs voucher also. Their customer service and re",1,,,
"I have my credit card with SBI which was taken 1 year back. They have offered simply save card and the credit limit was 25,000. The customer service and responses was very good., I am satisfied with the net banking and the charges are also nominal. My experience was very good so I would like to recomme",1,,,
"I have my credit card with SBI which was taken 1 year back. The credit limit was 10\,000 which is not satisfactory and they have offered visa card . The customer service and responses was up to the mark. The validity of the card is up to 2022 and I have 24/7 helpline number .My experience was satisfacto",0,,,
I have my credit card with SBI. The credit limit was 1.9 lakhs which is not satisfactory .The customer service and responses was good. I hold IRCTC International card and there is no annual fee for this. My overall experience was very good so its recommendable.,0,,,
I have my credit card with SBI 6 years back.They have offered PRIME Card and the credit limit was 1 lakh which is satisfactory . The customer service and responses was up to the mark. Here there is no much benefits but the charges are nominal.My overall experience was good.,1,,,
"I have my credit card with SBI . They have offered prime card and the given credit limit was 1,70,000 which is satisfactory. The customer service and responses was up to the mark. The validity of the card i up to 2023. I am getting good reward points and vouchers.",1,,,
"I have my credit card with SBI . Here the give credit limit was 23\,000 which is very less so I am not satisfied at all. The customer service and responses was up to the mark. They have offered simply save International card here., They have not disclosed the limit when I have enquired before processing",0,,,
"I have my credit card with SBI 8-10 months back. They have offered domestic card and the the credit limit was 35,000 which was not satisfactory . I have 24/7 helpline number. The charges and Interest rate was avergae In the market. The customer service and responses was not bad. My overall experrenc wa",0,,,
"I have my credit card with SBI 5-6 years back. They have offered prime domestic card and the credit limit was 68,000 which was satisfactory . The customer service and responses was up to the mark. Here the charges and Interest rates are better so I would like to recommend to others.My overall experienc",1,,,
My credit card was taken with SBI 3 years back.They have offered simply save International card and the credit limit was 2 lakhs which was satisfactory . The customer service and responsiveness was good. I am getting balance transfer EMI option and convert EMI post transfer option which is amazing. Here,1,,,
State bank of India credit card department offer me a credit limit of 30k which was good compared to other credit service providers in the market also I use to receive online offers and coupons from State bank of India credit card department it was a good experience with State bank of India credit card,1,,,
It has been 3 years now that i am using the credit card of STATE BANK OF INDIA . the Customer service is good credit card related . the credit Limit is good that they provided and i am happy with credit limit . The bank gave option of Balance transfer and cash withdraw option on the card . They give of,1,,,
"I have my credit card with SBI . The credit limit was 90\,000 which was satisfactory but they hardly send notification and sms on time. I am using IRCTC credit card . The charges are reasonable and the interest rate was also average in the market.",0,,,
The credit limit was very comfortable for me for my State bank of India reward card service. The customer support department was good with State bank of India when compared to others in the market and the online application is very good with State bank of India credit card service.,1,,,
My experience with SBI savings account was good so far and i did not face any issues with this bank. I am a customer of this bank from last 4 years. They provide very good banking services comparatively. Customer service was good and they responded on time. There is no limit on withdrawal and also there,1,,,
I have my credit card with SBI .The customer service and responses was up to the mark . I am satisfied with the interest rate and charges here. The credit limit was 1.5 lakhs and they have offered simply save credit card . My overall experience was excellent and the bank is very much recommendable.,1,,,
"My credit card was taken with SBI 1.5 years back. Here I am satisfied with the credit limit and I hold visa signature card. I am getting 25-30,000 annual rewards points and can adjust with the credit bill. I have no idea about the interest rate and charges here. My overall experience was excellent and",1,,,
"I have my credit card with SBI which was taken 4 years back. The credit limit was 3/1 lakhs and I have 24/7 helpline number to contact. The customer service and responsiveness was satisfactory. I hold signature International credit card. I have no idea about the rate of interest and charges.,Credit Card",1,,,
"My credit card was taken with SBI 2 months back. The credit limit was 16,000 which is not satisfactory. They have offered money back credit card and Its an International card. The charges and interest rate are very high. I have OTP device to login and I have 24/7 helpline number. The customers service",0,,,
I have taken my credit card with SBI bank 6 years back. I would like to say SBI is the best in all aspects when comparing to HDFC. The credit limit is 5 lakhs which is really satisfactory . I hold their visa International card and The benefits re reward points here. I have no idea about the charges and,1,,,
"I have my credit card with SBI which was taken 2 years back. They have offered 2 years back. The given credit limit was 26,000 which is not satisfactory . The customer service and responses was up to the mark. Here the charges are average in the market . I had a very good experience here so its recomme",0,,,
"I have my credit card with SBI which was taken 15 years back. I hold signature's card ad the credit limit was 1,50,000 which is satisfactory . The customer service and responses was up to the mark. Here the charges are quite high than other banks in the market . I am getting reward points as benefits f",1,,,
I have my credit card with SBI which was taken 1 year back. They have offered platinum International card and the daily withdrawal limit was 2 lakhs . Their customer service and responses was up to the mark.Here the interest rate and charges are average . My experience was excellent .,1,,,
have my car loan with SBI which was taken 2 months back. The loan amount was 8 lakhs and the interest rate was 8.7% which is bit high than other banks in the market . There is no pre closer chargers here . The process was smooth ad good . The customer service and responses was good. They have sanctione,1,,,
I have my credit card with SBI which was taken 3 years back. They have offered simply save card and the given credit limit was 4.3 lash which is satisfactory . The customer service and responses was up to the mark. I am getting reward points and cash back were offered as benefits.,1,,,
"I have my credit card with SBI which was taken few months back.The given credit limit was 25,000 which is not satisfactory .The customer service and responses was up to the mark. I am holding simply click card and I am getting reward points as benefits . My overall experience was very good so its recom",0,,,
"My credit card was taken with SBI . The credit limit was 75,000 which is satisfactory .The customer service and responses was upto the mark. They have offered simply save International card and the charges are nominal. I am getting reward points benefits . My overall experience was excellent.",1,,,
I am unable to break my own FD which was formed as a part of Service Contract between me and my Employer 2 years Back. FD is matured and I am also having authorized letter from my employer to break it. Bank people are asking this to be written on back side of FD. Because of this Concept of Bank Manager,0,,,
"I had invested in fixed deposit with the State bank of India and the interest rate is very less like its around 7.15%, also the returns are also very less, which will be also applicable with the tax. Services provided by them is really not good and I would like to suggest that they need to provide the",0,,,
I had the fixed deposit account with the State Bank of India. The rate of interest 8% for the deposits. The minimum lock in period is 5 years of time. Returns are depends up on the market trends. Customer service experience is worst and the employees are so rude. I would like to say that don't go for it,0,,,
"I am having the fixed deposit account with the State Bank of India which I opened before 5 years of time. They are not following up anything this and the interest only cumulative with that account. They ask me to come after 8 years of time , On that time I will go. I would like to suggest that they sho",0,,,
"Interest rate on fixed deposit is very less. I have deposited 2lakhs but at last I got only 3thousand as interest, which is very low. I did break this deposit for my emergency need but they took 3 months to credit the amount. The reason for delay is that SBI wrongly credited the amount to some other ac",0,,,
I am holding an Fixed Deposit account with SBI bank for quite long time. Since they have a waste net work throughout India I have take this account with them. They do not have any additional or hidden charges with them. It would be great if they have better customer service team.,0,,,
I have taken a fixed deposit plan with SBI bank for the lock in period of 5.5 years with the interest rate of 7% which is low comparatively. In case if we broke the lock in period the 1% of the interest rate will be reduced for our amount.On a single call they will deposit all the FD amount in my accoun,0,,,
Process is very easy in SBI and everything is moving smooth. I think the rate of interest as 10.25% on fixed deposit but I am not very sure about the rate. I opened fixed deposit for the tenor of 20% and I clearly asked them about foreclosure formalities. I was informed that I can foreclose at any time,0,,,
"Fixed deposit with State bank of India is great as I have two accounts. Interest rate would be around 9-12%. I do the deposit on line. Coming to response wise, there is no proper mode of response for any queries. It would be better if they could provide proper response. There is some charges for closur",0,,,
"Customer service was quite good from state bank of India. We cant expect more from nationalized bank. There are 2 types of services , self service and system service. I could say State bank of India was self service. Quite nominal interest rates for my fixed deposit account. I am doing everything on on",0,,,
The online method or the system of SBI for applying for Fixed Deposit/recurring deposit is very bad. I did not understand only how to apply and due to that I applied through my Wife's account in IDBI. IDBI has very easy and understandable method for the same.,0,,,
"i went to STATE BANK OF INDIA it was a government bank , they should give the best interest rate , but they give low interest rate, they fail to give , other bank gives more interest rate , when i compared between STATE BANK OF INDIA and other bank only i come to know .",0,,,
"am holding a SBI Fixed deposit account its the best, when compared with others. Interest rates for 1 year is 8.75 which is lower any other bank and interest rates for senior citizen is 9. but On top of all that, I have an online access for this account and I can view my deposits any time.",1,,,
"I am having recurring deposit with SBI, I opened the RD by visiting SBI branch. On the same day RD account got activated. But I felt interest rate is low they offering only 7.1% of interest, I have invested the amount of Rs. 1 lakh for the tenure of 15 month, after maturity of the RD. I would be gettin",0,,,
"SBI fixed deposit is fine, the rate of interest is too low I dont invest in SBI Fixed Deposit. I had opted for this FD through the branch. at the time I was holding a salary account at that point of time that is why I had opted for SBI FD and later it was closed",0,,,
"Actual tenure is for 5 years and reason to go with SBI for fixed deposit is government organization. Interest rate should be around 7 to 7.5%. I have not checked extra benefits like loan against the deposit. Better if they raise the rate of interest. In terms of security, I prefer SBI.",0,,,
Last time I visited the branch of SBI and the staff members did not respond properly. If I ask help to the particular employee they route to higher officials. They are not giving proper solution for customer queries. No clear idea about the fixed deposit interest rate but it should be of reasonable.,0,,,
"I am having the fixed deposit with the State Bank of India.The rate of interest is around 9%.I am holding this for the last 7 months.The minimum lock in period is 3 years, after that I can withdraw the money.The services should be more improve.Being the government bank we can blindly trust them.",1,,,
I have taken a credit card with HDFC Bank and using it for nearly 4 years. I got a HDFC Regalia card with the limit of two lakh rupees which was very good. I am getting reward points on all my transactions. They are doing very good customer service.,1,,,
The customer service and response was very good with Bankbazaar.com. I have been using this website for last one year to check the offers. The online website was very much easy to access and user friendly. The speed and accuracy was good.,1,,,
"I am using SBI credit card. The credit limit was very low, I had received only 25k. The rate of interest and charges are fine. I hold a SBI simply click credit card. They don't charge annual fee. I am using this card for business shopping purpose.",0,,,
"I have taken a Gold loan with Canara bank.The loan mount is one lakh,rate of interest is 4% nominal as compared to other banks.They had deducted processing fees of .5% The tenure is for 1 year.I have apart payment and foreclosure options available with them.",1,,,
"I have taken a credit card iwth ICICI bank.The limit on the card is 56,000.The card is applicable for an annual fees of 199.I get multiple offers to increase my limit as i am not interested , i am happy with the current limit o the card.",1,,,
"I am using Paytm services from last 1 month, the services provided by paytm is good when compared to all other sources. I use this service for Mobile recharge and bill payments. I am not aware of any offers in paytm. The mobile application of paytm is easy to use and is user fri",1,,,
I am using LIC policy from last 15 years and it is a long term policy. The tenure of this life insurance policy is 25 years. I pay my premium once in 3 months through cash and i am convenient with the payment options which they are giving. I have a coverage of Rs 1.5 lakhs and,1,,,
"I have my salary account with Oriental Bank of Commerce from last 10-11 years, the experience was good so far and i did not face any issues with this bank. The banking services and their facilities are very good when compared to all other banks. Customer service is good and they",1,,,
"I know bankbazaar.com from last 6 months, the services provided by bankbazaar is good when compared to all other banking websites. The experience was good so far with bankbazaar. Customer service was good and their response was prompt. I came to know about bankbazaar t",1,,,
"My credit card application was approved with SBI cards and the experience was very good. The process was very quick, i received my credit card within 5 days. They gave a credit limit of Rs 25000 which is sufficient for this credit card. An annual fee of Rs 499 has to be paid every year fo",1,,,
I have taken a Health Insurance with Cholamandalam General insurance I need not pay a premium for the same as i am an employee of then insurance company.The response is good and prompt.I get a good policy coverage amount.I don't have claim experience with them.,1,,,
"I have been banking with Axis bank for last 4-5 years of time.I have opened a zero balance savings account.The daily withdrawal limit is 50,000 and number of withdrawal is limited to five per month.The net banking and phone banking service is good to use.",1,,,
I have been banking with ICICI bank for last six months.The Customer service respond on time don't make us to wait on the line to resolve our query.I opened a salaried account with them.I have never faced technical issues or ATM issue till date.,1,,,
Bank bazaar is the good website to browse for an updated financial information.I have been using the website for last few months.The App is very useful and quick.Website is easy to understand and navigate.I get multiple follow ups and very quick in processing the request.,1,,,
"I am holding a credit card of CITI Bank.The limit on the card is 56,000 the card has no annual fees to hold this card.I have received a rewards credit card. The card was processed within 15-20 days of time.I am totally happy with the service which was offered by the bank.",1,,,
"I am using domestic debit card of Kotak Mahindra Bank. The daily withdrawal limit was 25,000 rupees which was satisfactory. I am using this debit card for the last six months. There is no charge for other ATM swipe. ATM facilities are good and enough.",1,,,
I am maintaining a Savings Account with Kotak Mahindra Bank for last six months. I need not to maintain a minimum balance. The customer service and response was fine. They are offering 6% interest rate for the Savings Account where other bankers are doing less interest rate as 3%.,1,,,
I had a good experience with bank bazaar. The customer service and response was excellent. I have downloaded the mobile application and started using it. The application was very easy and simple to access. I came to know about the website through promotional emails.,1,,,
"I have started to use the credit card of Kotak Mahindra. I got Kotak PVR Platinum credit card. The credit limit was very low, they just offered me 30\,000 rupees which was not happy. They charge annual fee of 499 rupees. There is a movie ticket offer which I had got on my credit card.",0,,,
"I am using Paytm from last 4-5 years, the services provided by paytm is good when compared to all other sources. I use this service for mobile recharge and bill payments. I am not aware of any offers in paytm. The mobile application of paytm is easy to use and is user fri",1,,,
I have taken a mobile loan from Bajaj Finserv and it was a very good loan experience. The loan amount was for Rs 20000 with zero percent interest rate. The process was very fast and i received my loan amount within the given time. Customer service was good and they followed u,1,,,
I have a car insurance with SBI for the past two years. The amount is around 2 lacs which is not at all satisfactory. I am not happy with their customer services. They are rude and irresponsive.My name is Dimple Kapadia.I am from Gujarat.My bank account number is 6789123456789. I took it on 25th May 2017.,0,,,
I have taken a loan from SBI for 20lac rupees in December 2016.They were late in processing the documents and asked for too many documents. They gave the loan very late.I had asked for 25 lacs but got only 20 lacs.The rate of interest at 12.3% is also higher compared to other banks. I am not happy with their services. My name is Dushyant Singh from Bhopal.,0,,,
I have an insurance policy with LIC for the past five years.There services are good. They respond on time and give me good offers and benefits.The bank account number is 76895432678954. I am happy with their service.My name i Rita Bandopadhyay from Kolkata West Bengal.,1,,,
"I have taken Two wheeler loan with Tamilnadu Mercantile bank.The loan amount is 62,000,rate of interest is nominal as compared to others.I have submitted documents.The EMI amount is 1300.I have taken it for 2 years.The response was quick and fast.",1,,,
"I know bankbazaar.com from last 4-5 months, the services provided by bankbazaar is bad when compared to all other sources in the market. The experience was bad so far with bankbazaar. Customer service was bad and their response was not prompt. The mobile applicat",0,,,
My personal loan was taken with Bajaj Finserv by last year. The services are very good. Earlier I had taken a personal loan and it was closed with them again I took a new loan. The rate of interest was little bit average. They offer a part payment option.My name is Ashit Raj.I am from Noida Delhi. My account number is 5655389667345.,1,,,
I have taken a loan from SBI for 20lac rupees in December 2015.They were late in processing the documents and asked for too many documents. They gave the loan very late.I had asked for 25 lacs but got only 20 lacs.The rate of interest at 14.3% is also higher compared to other banks. I am not happy with their services. My name is Dhanush Singh from Punjab.,0,,,
